STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/16/1913,1.3,0,27.8,16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/17/1913,24.6,0,28.3,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/18/1913,0,0,26.7,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/19/1913,0,0,26.1,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/20/1913,0,0,25.6,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/21/1913,0,0,33.3,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/22/1913,2,0,24.4,15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/23/1913,0,0,26.1,8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/24/1913,0,0,26.7,7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/25/1913,0,0,31.7,13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/26/1913,0,0,,13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/27/1913,0,0,26.1,
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/28/1913,1.5,0,28.9,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/29/1913,0,0,37.8,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/30/1913,0,0,23.3,13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/31/1913,0,0,27.8,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/1/1913,0,0,35,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/2/1913,0,0,,15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/3/1913,0,0,37.8,
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/4/1913,0,0,37.2,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/5/1913,0,0,28.3,20.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/6/1913,0,0,28.3,12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/7/1913,3,0,22.8,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/8/1913,0.5,0,28.3,12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/9/1913,0.5,0,,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/10/1913,0,0,20.6,
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/11/1913,6.6,0,30,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/12/1913,0,0,34.4,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/13/1913,0,0,33.3,17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/14/1913,0,0,39.4,18.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/15/1913,0,0,28.9,15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/16/1913,0,0,32.8,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/17/1913,0,0,30,10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/18/1913,0,0,31.7,16.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/19/1913,1.8,0,27.8,18.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/20/1913,0.3,0,33.3,19.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/21/1913,3,0,22.8,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/22/1913,0,0,30,7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/23/1913,0,0,29.4,8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/24/1913,0,0,35,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/25/1913,0,0,32.2,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/26/1913,0,0,29.4,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/27/1913,0,0,31.7,16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/28/1913,0,0,25.6,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/29/1913,0,0,31.1,8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/30/1913,0.5,0,30,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/31/1913,0,0,34.4,10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/1/1913,0,0,27.8,19.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/2/1913,0,0,26.1,12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/3/1913,0,0,25.6,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/4/1913,0,0,35,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/5/1913,0,0,38.9,17.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/6/1913,22.4,0,35,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/7/1913,3,0,21.7,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/8/1913,0,0,21.7,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/9/1913,0,0,32.2,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/10/1913,6.1,0,23.3,12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/11/1913,0,0,21.7,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/12/1913,0,0,25.6,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/13/1913,0,0,27.8,5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/14/1913,0,0,25,10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/15/1913,0.5,0,21.7,5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/16/1913,0,0,16.1,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/17/1913,0,0,23.3,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/18/1913,0,0,30,7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/19/1913,0,0,13.3,8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/20/1913,0,0,15,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/21/1913,0,0,13.9,0
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/22/1913,0,0,15.6,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/23/1913,0,0,3.3,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/24/1913,8.9,0,3.3,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/25/1913,2,0,12.2,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/26/1913,0,0,21.7,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/27/1913,0,0,25,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/28/1913,0,0,25.6,5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/29/1913,0,0,24.4,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/30/1913,0,0,26.7,7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/1/1913,0,0,23.3,6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/2/1913,0,0,28.9,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/3/1913,0,0,21.1,5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/4/1913,0,0,10.6,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/5/1913,6.9,0,7.2,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/6/1913,9.7,0,10,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/7/1913,0,0,15,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/8/1913,0,0,9.4,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/9/1913,0,0,15.6,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/10/1913,0.3,0,5,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/11/1913,0,0,14.4,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/12/1913,0,0,23.9,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/13/1913,0,0,27.2,3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/14/1913,0,0,12.8,7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/15/1913,0,0,10.6,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/16/1913,0,0,12.2,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/17/1913,0,0,11.7,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/18/1913,0,0,9.4,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/19/1913,0,0,3.9,-5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/20/1913,0,0,-1.1,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/21/1913,0,0,4.4,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/22/1913,0,0,11.7,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/23/1913,0,0,20,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/24/1913,0,0,16.7,5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/25/1913,13.5,0,5.6,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/26/1913,0,0,7.8,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/27/1913,0,0,12.2,-0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/28/1913,0,0,-3.9,-12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/29/1913,0,0,-2.2,-15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/30/1913,0,0,2.8,-10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/31/1913,0,0,8.3,-12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/1/1913,0,0,13.9,-10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/2/1913,0,0,6.7,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/3/1913,0,0,10,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/4/1913,0,0,14.4,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/5/1913,0,0,17.2,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/6/1913,0,0,16.7,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/7/1913,0,0,6.1,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/8/1913,0,0,7.2,-5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/9/1913,0,0,2.2,-8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/10/1913,0,0,2.2,-9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/11/1913,0,0,8.9,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/12/1913,0,0,5,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/13/1913,0.5,,0,-8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/14/1913,0,0,4.4,-12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/15/1913,0,0,9.4,-8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/16/1913,0,0,15.6,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/17/1913,0,0,17.2,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/18/1913,0,0,3.3,-0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/19/1913,0,0,10.6,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/20/1913,0,0,11.7,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/21/1913,4.1,,4.4,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/22/1913,0,0,5,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/23/1913,0,0,7.2,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/24/1913,0,0,7.8,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/25/1913,0,0,5,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/26/1913,0,0,5.6,-8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/27/1913,0,0,1.7,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/28/1913,0,0,0,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/29/1913,0,0,8.9,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/30/1913,0,0,6.7,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/1/1913,3,,3.9,0
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/2/1913,0,0,0,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/3/1913,3.6,,0,-4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/4/1913,0,0,1.7,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/5/1913,0,0,8.3,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/6/1913,0,0,0.6,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/7/1913,0,0,-3.9,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/8/1913,0,0,6.1,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/9/1913,0,0,8.9,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/10/1913,0,0,11.1,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/11/1913,0,0,11.7,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/12/1913,0,0,10.6,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/13/1913,0,0,10.6,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/14/1913,0,0,1.1,-11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/15/1913,0,0,8.9,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/16/1913,0,0,8.9,-5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/17/1913,0,0,4.4,-11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/18/1913,0,0,3.9,-11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/19/1913,0,0,-5.6,-11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/20/1913,0,0,-2.8,-18.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/21/1913,0,0,-6.1,-18.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/22/1913,0,0,-2.8,-16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/23/1913,0,0,-5.6,-17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/24/1913,0,0,-11.7,-17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/25/1913,0,0,,-16.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/26/1913,0,0,,
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/27/1913,0,0,1.1,
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/28/1913,0,0,7.8,-15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/29/1913,0,0,5,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/30/1913,0,0,2.2,-10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/31/1913,0,0,-1.1,-9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/1/1914,0,0,-4.4,-12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/2/1914,0,0,-3.9,-15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/3/1914,0,0,0,-13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/4/1914,0,0,-5.6,-12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/5/1914,0,0,6.1,-8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/6/1914,0,0,7.2,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/7/1914,0,0,10,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/8/1914,0,0,2.2,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/9/1914,0,0,-5.6,-12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/10/1914,0,0,-1.1,-10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/11/1914,0,0,-10.6,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/12/1914,0,0,-5.6,-23.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/13/1914,0,0,2.8,-20
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/14/1914,0,0,7.8,-16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/15/1914,0,0,10.6,-8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/16/1914,0,0,3.3,-11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/17/1914,0,0,7.2,-8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/18/1914,0,0,6.7,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/19/1914,0.5,5,-0.6,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/20/1914,0,0,-10,-13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/21/1914,0,0,-12.2,-18.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/22/1914,0,0,-3.3,-22.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/23/1914,0,0,-15.6,-17.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/24/1914,0,0,-16.1,-23.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/25/1914,1.3,13,-10.6,-23.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/26/1914,0,0,-5.6,-21.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/27/1914,0,0,-0.6,-16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/28/1914,0,0,-1.7,-16.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/29/1914,0,0,-14.4,-25.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/30/1914,0,0,7.8,-22.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",1/31/1914,0,0,-2.8,-15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/1/1914,0,0,0,-16.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/2/1914,0,0,-11.7,-12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/3/1914,0,0,-12.2,-27.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/4/1914,0,0,-18.3,-27.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/5/1914,0,0,-25,-29.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/6/1914,0,0,-25,-35.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/7/1914,0,0,-25,-36.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/8/1914,0,0,-24.4,-32.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/9/1914,0,0,-15,-26.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/10/1914,0,0,-16.7,-24.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/11/1914,0,0,-20,-21.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/12/1914,0,0,-16.1,-29.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/13/1914,0,0,0.6,-27.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/14/1914,0,0,-9.4,-20
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/15/1914,0,0,6.7,-13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/16/1914,0,0,-4.4,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/17/1914,0,0,-10,-13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/18/1914,0,0,-10,-17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/19/1914,0,0,-6.1,-22.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/20/1914,0,0,-8.9,-21.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/21/1914,0,0,-12.2,-24.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/22/1914,0,0,-22.8,-27.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/23/1914,0,0,-10,-27.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/24/1914,0,0,5.6,-23.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/25/1914,0,0,6.1,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/26/1914,1.3,,0,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/27/1914,0,0,10,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",2/28/1914,0,0,15.6,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/1/1914,0,0,-2.2,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/2/1914,0,0,11.7,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/3/1914,0,0,7.8,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/4/1914,0,0,8.9,-4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/5/1914,5.1,0,6.7,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/6/1914,0,0,-4.4,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/7/1914,0,0,3.3,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/8/1914,0,0,4.4,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/9/1914,0,0,1.7,-4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/10/1914,0.8,,-4.4,-11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/11/1914,0,0,8.3,-13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/12/1914,0,0,5.6,-13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/13/1914,0,0,21.1,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/14/1914,0,0,8.3,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/15/1914,0,0,11.7,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/16/1914,0,0,10.6,-4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/17/1914,0,0,-4.4,-5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/18/1914,0,0,-2.8,-8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/19/1914,0,0,-1.1,-8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/20/1914,0,0,-6.1,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/21/1914,5.1,5,,-21.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/22/1914,0,0,0.6,
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/23/1914,0,0,4.4,-18.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/24/1914,5.3,53,-1.1,-5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/25/1914,23.6,236,-5,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/26/1914,6.4,64,-10.6,-24.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/27/1914,0,0,-3.3,-22.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/28/1914,1.3,13,0,-13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/29/1914,0,0,1.7,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/30/1914,0.5,5,2.8,-0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/31/1914,0,0,14.4,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/1/1914,0,0,13.9,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/2/1914,0,0,15,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/3/1914,0,0,7.2,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/4/1914,0,0,5.6,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/5/1914,0,0,6.7,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/6/1914,0,0,8.3,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/7/1914,0,0,,-11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/8/1914,0,0,5.6,-10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/9/1914,0,0,10.6,-11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/10/1914,0,0,8.3,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/11/1914,0,0,13.3,-10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/12/1914,0,0,23.3,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/13/1914,0,0,5.6,0
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/14/1914,0.5,0,22.8,6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/15/1914,0,0,24.4,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/16/1914,0,0,16.7,7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/17/1914,0,0,10,8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/18/1914,0.5,0,9.4,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/19/1914,0,0,13.3,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/20/1914,0,0,22.2,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/21/1914,0,0,4.4,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/22/1914,0.3,0,16.7,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/23/1914,0,0,21.1,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/24/1914,2.5,0,22.2,10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/25/1914,6.9,0,20.6,8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/26/1914,0,0,16.1,8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/27/1914,0,0,8.9,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/28/1914,16.5,0,0.6,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/29/1914,0,0,4.4,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/30/1914,0,0,22.2,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/1/1914,0,0,21.7,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/2/1914,0,0,16.1,7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/3/1914,1.3,0,11.1,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/4/1914,0,0,21.7,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/5/1914,41.9,0,6.7,2.2
