STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/6/1943,0,0,-13.3,-23.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/7/1943,0,0,-10.6,-25.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/8/1943,0,0,-8.9,-22.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/9/1943,0,0,-6.7,-20.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/10/1943,0,0,-1.1,-19.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/11/1943,0,0,0.6,-17.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/12/1943,0,0,1.7,-8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/13/1943,0.8,8,-10,-11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/14/1943,7.1,81,-10.6,-14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/15/1943,12.2,147,-13.9,-14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/16/1943,13.5,127,-15,-18.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/17/1943,0,0,-10.6,-20
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/18/1943,0,0,-7.2,-21.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/19/1943,0,0,-3.9,-19.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/20/1943,0,0,-2.2,-16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/21/1943,0,0,2.2,-17.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/22/1943,0,0,5.6,-15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/23/1943,0,0,8.3,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/24/1943,0,0,12.8,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/25/1943,0,0,8.9,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/26/1943,0,0,3.9,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/27/1943,5.6,56,-1.7,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/28/1943,3.3,30,12.8,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/29/1943,0,0,15,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/30/1943,0,0,15,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",3/31/1943,0,0,13.3,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/1/1943,0,0,4.4,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/2/1943,0,0,11.1,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/3/1943,0,0,22.2,-0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/4/1943,0,0,12.2,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/5/1943,0,0,11.1,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/6/1943,0,0,22.8,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/7/1943,0,0,22.2,-0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/8/1943,0,0,24.4,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/9/1943,0,0,20,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/10/1943,0,0,18.3,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/11/1943,0,0,14.4,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/12/1943,0,0,6.7,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/13/1943,0,0,4.4,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/14/1943,0,0,10.6,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/15/1943,0,0,20,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/16/1943,0,0,10.6,-0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/17/1943,0,0,17.8,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/18/1943,0,0,10.6,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/19/1943,0,0,16.1,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/20/1943,0,0,21.1,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/21/1943,0,0,27.2,5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/22/1943,1.8,0,19.4,6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/23/1943,0,0,27.2,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/24/1943,0,0,19.4,8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/25/1943,0,0,16.7,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/26/1943,5.3,0,12.2,6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/27/1943,3.6,0,15.6,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/28/1943,1,0,18.9,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/29/1943,10.4,0,7.2,6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",4/30/1943,0,0,11.7,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/1/1943,0,0,19.4,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/2/1943,0,0,12.8,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/3/1943,0,0,22.8,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/4/1943,0,0,21.7,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/5/1943,0,0,18.9,8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/6/1943,0,0,8.9,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/7/1943,0,0,13.9,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/8/1943,0,0,12.2,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/9/1943,0,0,20.6,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/10/1943,0,0,10,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/11/1943,0,0,2.8,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/12/1943,0,0,10.6,-4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/13/1943,0,0,14.4,-2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/14/1943,0,0,11.1,0
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/15/1943,8.9,0,9.4,3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/16/1943,0,0,14.4,3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/17/1943,0,0,18.3,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/18/1943,0,0,20.6,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/19/1943,0,0,23.9,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/20/1943,0,0,24.4,3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/21/1943,0,0,28.3,6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/22/1943,0,0,30,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/23/1943,6.9,0,17.2,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/24/1943,4.3,0,6.1,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/25/1943,0,0,12.2,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/26/1943,0,0,17.8,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/27/1943,0,0,27.2,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/28/1943,0,0,33.3,8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/29/1943,0,0,22.2,13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/30/1943,2.3,0,15.6,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",5/31/1943,27.2,0,20,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/1/1943,0,0,22.2,7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/2/1943,13.2,0,13.3,12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/3/1943,62,0,5.6,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/4/1943,9.4,0,9.4,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/5/1943,0,0,11.1,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/6/1943,5.1,0,15,6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/7/1943,0,0,15,6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/8/1943,0,0,20.6,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/9/1943,12.2,0,21.1,6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/10/1943,0,0,23.3,8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/11/1943,2.8,0,26.7,12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/12/1943,0,0,23.9,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/13/1943,15.7,0,21.1,10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/14/1943,19.3,0,25,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/15/1943,0,0,19.4,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/16/1943,0,0,22.8,10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/17/1943,0,0,28.3,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/18/1943,0,0,30.6,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/19/1943,0,0,30.6,16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/20/1943,0,0,28.3,17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/21/1943,0,0,27.2,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/22/1943,33.8,0,31.7,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/23/1943,0,0,26.1,16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/24/1943,13.2,0,23.3,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/25/1943,0,0,30.6,16.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/26/1943,0,0,27.8,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/27/1943,0.8,0,19.4,15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/28/1943,1.3,0,17.8,7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/29/1943,0,0,20,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",6/30/1943,0,0,20.6,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/1/1943,6.1,0,27.2,12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/2/1943,4.8,0,26.1,12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/3/1943,0,0,26.7,13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/4/1943,0,0,27.8,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/5/1943,4.1,0,25,16.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/6/1943,3.3,0,27.8,13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/7/1943,0,0,29.4,15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/8/1943,0,0,31.1,17.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/9/1943,0,0,32.8,17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/10/1943,0,0,29.4,17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/11/1943,0,0,32.2,19.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/12/1943,1,0,30,17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/13/1943,13.5,0,22.2,12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/14/1943,0,0,30,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/15/1943,0,0,31.1,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/16/1943,0,0,22.8,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/17/1943,0,0,28.3,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/18/1943,1.8,0,28.3,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/19/1943,0,0,28.9,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/20/1943,0,0,33.3,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/21/1943,0,0,27.8,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/22/1943,0,0,33.3,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/23/1943,0,0,30,18.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/24/1943,2.5,0,33.3,17.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/25/1943,0.8,0,32.8,19.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/26/1943,0,0,30.6,20
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/27/1943,0,0,30,10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/28/1943,7.1,0,28.9,15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/29/1943,0,0,31.1,15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/30/1943,0,0,31.7,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",7/31/1943,0,0,35,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/1/1943,0.3,0,33.9,17.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/2/1943,0,0,23.3,12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/3/1943,0.5,0,16.7,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/4/1943,1.3,0,25,12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/5/1943,0,0,29.4,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/6/1943,0,0,32.2,20
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/7/1943,2.8,0,31.1,18.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/8/1943,5.6,0,28.9,20
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/9/1943,0,0,32.8,10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/10/1943,0,0,31.1,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/11/1943,0,0,28.9,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/12/1943,36.6,0,34.4,10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/13/1943,0,0,25.6,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/14/1943,0,0,32.8,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/15/1943,0,0,23.3,11.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/16/1943,0,0,21.7,5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/17/1943,0,0,26.1,5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/18/1943,0,0,33.3,10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/19/1943,0,0,31.7,16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/20/1943,0,0,27.8,14.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/21/1943,0,0,31.1,15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/22/1943,0.5,0,26.1,17.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/23/1943,0,0,27.8,17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/24/1943,2.8,0,26.1,17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/25/1943,14.2,0,18.9,13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/26/1943,16,0,18.9,13.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/27/1943,1,0,23.3,8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/28/1943,0,0,28.9,11.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/29/1943,0,0,29.4,10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/30/1943,0,0,30,15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",8/31/1943,0,0,24.4,17.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/1/1943,0,0,27.8,8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/2/1943,0,0,21.7,12.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/3/1943,0,0,22.8,8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/4/1943,0,0,26.7,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/5/1943,0,0,17.8,13.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/6/1943,0,0,16.7,6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/7/1943,0,0,15,7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/8/1943,0.3,0,14.4,6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/9/1943,0,0,20,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/10/1943,0,0,18.3,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/11/1943,0,0,24.4,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/12/1943,0,0,17.8,7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/13/1943,0,0,31.1,6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/14/1943,0,0,18.9,8.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/15/1943,0,0,14.4,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/16/1943,3.8,0,16.7,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/17/1943,0,0,27.8,5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/18/1943,0,0,23.9,10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/19/1943,0,0,15,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/20/1943,0,0,21.1,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/21/1943,0,0,20,6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/22/1943,0,0,15.6,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/23/1943,0,0,21.7,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/24/1943,0,0,19.4,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/25/1943,0,0,26.7,2.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/26/1943,0,0,30,6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/27/1943,0,0,30.6,10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/28/1943,0,0,28.9,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/29/1943,0,0,28.9,12.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",9/30/1943,0,0,23.3,9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/1/1943,0,0,25,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/2/1943,0,0,26.7,5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/3/1943,0,0,27.8,8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/4/1943,0,0,27.8,5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/5/1943,0,0,26.1,6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/6/1943,0,0,25.6,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/7/1943,0,0,27.2,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/8/1943,0,0,28.9,1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/9/1943,0,0,19.4,5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/10/1943,0,0,30.6,4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/11/1943,0,0,27.2,5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/12/1943,0,0,15,7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/13/1943,0,0,9.4,1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/14/1943,0,0,8.3,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/15/1943,0,0,12.2,0
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/16/1943,0,0,15.6,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/17/1943,0,0,17.8,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/18/1943,0,0,19.4,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/19/1943,0,0,22.2,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/20/1943,0,0,7.8,3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/21/1943,0,0,17.2,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/22/1943,0,0,15.6,0
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/23/1943,0,0,15.6,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/24/1943,22.1,0,10,2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/25/1943,0,0,6.7,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/26/1943,0,0,7.8,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/27/1943,0,0,14.4,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/28/1943,0,0,15,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/29/1943,0,0,12.8,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/30/1943,0,0,3.3,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",10/31/1943,16.5,89,1.1,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/1/1943,1,13,1.1,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/2/1943,0,0,3.3,-1.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/3/1943,0,0,6.7,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/4/1943,0,0,3.3,-5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/5/1943,0,0,0.6,-0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/6/1943,14.2,178,0,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/7/1943,0,0,-5,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/8/1943,0,0,-1.7,-8.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/9/1943,0,0,-0.6,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/10/1943,0,0,2.8,-4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/11/1943,0,0,5.6,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/12/1943,0,0,2.2,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/13/1943,0,0,-1.1,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/14/1943,0,0,3.3,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/15/1943,0,0,-1.1,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/16/1943,0,0,8.9,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/17/1943,0,0,13.3,-4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/18/1943,0,0,8.3,3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/19/1943,0,0,2.2,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/20/1943,0,0,5.6,-4.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/21/1943,0,0,2.8,-10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/22/1943,0,0,-1.7,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/23/1943,0,0,5.6,-5
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/24/1943,0,0,4.4,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/25/1943,1,13,0,-1.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/26/1943,0,0,-2.2,-10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/27/1943,0,0,-2.2,-10
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/28/1943,0,0,1.1,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/29/1943,0,0,5.6,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",11/30/1943,0,0,5,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/1/1943,0,0,0.6,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/2/1943,0,0,4.4,-10.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/3/1943,0,0,13.9,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/4/1943,0,0,2.2,0.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/5/1943,0,0,3.9,-2.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/6/1943,0,0,6.1,-7.8
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/7/1943,0,0,4.4,-7.2
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/8/1943,2,0,0.6,-3.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/9/1943,0,0,2.8,-9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/10/1943,0,0,3.3,-9.4
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/11/1943,0,0,5.6,-6.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/12/1943,0,0,-3.3,-3.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/13/1943,0,0,-10,-16.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/14/1943,0,0,-12.2,-23.9
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/15/1943,0,0,-7.8,-23.3
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/16/1943,0,0,3.9,-16.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/17/1943,0,0,6.1,-16.1
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/18/1943,0,0,8.3,-6.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/19/1943,0,0,-0.6,-5.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/20/1943,0,0,3.3,-15.6
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/21/1943,0,0,-7.2,-15
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/22/1943,0,0,-12.8,-21.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/23/1943,0,0,-4.4,-21.7
USC00325479,"MANDAN EXPERIMENT STATION, ND US",12/24/1943,0,0,8.3,-19.4
